amount,hour_of_day,day_of_week,merchant_bucket,merchant_name,category
997.56,14,2,8,Zepto,other
230.17,16,6,3,Namma Metro,transport
221.92,1,3,2,Rapido,transport
385.84,13,3,4,ICICI EMI,bills
495.07,8,2,3,Auto Rickshaw,transport
1587.83,5,2,8,PhonePe,other
485.14,9,3,2,Ola Electric,transport
180.32,14,6,3,Namma Metro,transport
847.6,14,4,6,BookMyShow,entertainment
4812.38,5,1,5,HDFC EMI,bills
147.69,1,4,9,Reliance Fresh,other
713.38,15,5,5,HDFC EMI,bills
4952.53,3,1,4,Netflix,bills
397.02,16,3,1,Zomato,food
64.32,10,6,0,Tea Stall,food
3473.17,1,5,5,LIC Premium,bills
214.94,19,2,2,Ola,transport
355.34,2,5,2,BMTC,transport
340.09,5,3,3,Uber,transport
2915.84,1,0,4,YouTube Premium,bills
57.89,3,2,2,Ola,transport
455.12,11,6,2,Rapido,transport
4463.92,10,0,8,Zepto,other
289.8,14,5,7,Nykaa,entertainment
305.58,1,2,3,RedBus,transport
237.45,7,5,8,Zepto,other
768.04,19,1,0,KFC,entertainment
1174.87,18,0,4,Jio,bills
753.27,6,3,0,McDonald's,food
779.23,9,0,1,Chai Point,food
510.07,3,1,0,Tea Stall,food
4481.04,17,2,5,Society Maintenance,bills
4564.56,21,4,5,Electricity Bill,bills
2061.42,1,0,5,HDFC EMI,bills
1887.08,0,5,7,Crossword,entertainment
757.18,17,0,0,Blinkit,food
379.42,8,0,1,Chai Point,food
148.19,21,1,2,IndiGo,transport
427.17,9,4,3,Air India,transport
212.34,15,3,4,Jio,bills
734.93,0,1,6,INOX,entertainment
54.98,6,3,2,Ola,transport
2076.97,9,0,4,YouTube Premium,bills
1206.01,20,1,6,INOX,entertainment
1172.29,7,2,8,Apollo Pharmacy,other
272.14,1,4,5,Airtel,bills
366.32,21,0,0,Haldirams,food
3868.43,17,4,4,Netflix,bills
126.49,3,0,7,Steam,entertainment
1609.7,19,0,7,Steam,entertainment
4796.86,14,2,5,HDFC EMI,bills
2310.62,18,6,8,PhonePe,other
390.11,9,1,3,Air India,other
1374.97,5,6,6,Ajio,transport
393.18,11,4,0,McDonald's,food
447.17,22,4,3,RedBus,entertainment
63.6,11,6,3,Uber,entertainment
22.94,6,3,2,IndiGo,transport
102.04,11,4,2,Ola Electric,other
416.62,0,5,0,Haldirams,food
709.9,3,4,4,ICICI EMI,bills
731.4,17,0,7,Myntra,entertainment
3773.16,22,3,9,Google Pay,other
203.23,16,0,3,Uber,transport
304.75,7,3,0,Subway,food
3058.98,6,0,9,D-Mart,other
4718.76,16,4,9,Google Pay,other
624.61,9,6,6,Decathlon,entertainment
153.58,23,6,0,Swiggy Instamart,food
437.5,6,4,6,BookMyShow,entertainment
4647.71,7,1,4,Netflix,bills
153.8,8,5,2,BMTC,food
378.93,2,3,2,IndiGo,transport
1141.36,0,5,5,Amazon Prime,bills
81.24,20,1,2,Ola,transport
571.91,7,6,1,Chai Point,food
259.05,4,5,3,RedBus,transport
195.47,4,4,1,Chai Point,food
85.28,8,3,0,Haldirams,food
363.32,19,1,3,Namma Metro,food
855.98,18,0,7,Myntra,entertainment
3862.74,21,0,8,Apollo Pharmacy,other
219.54,21,5,3,Uber,transport
698.89,1,6,0,Blinkit,food
124.72,0,2,2,IndiGo,transport
414.17,2,4,2,IndiGo,transport
1178.23,6,0,6,INOX,entertainment
206.17,12,4,6,Decathlon,entertainment
4238.73,12,3,4,ICICI EMI,bills
345.5,4,0,1,Chai Point,food
1874.05,1,2,8,SBI ATM,other
3937.79,9,5,8,Big Bazaar,other
343.64,6,5,0,Blinkit,food
3642.66,18,3,5,Electricity Bill,bills
1002.09,6,1,4,ICICI EMI,other
443.39,3,0,2,Indian Railways,transport
1238.14,13,5,4,Water Bill,bills
471.6,17,5,3,Namma Metro,transport
685.88,16,6,4,BSNL,bills
2715.62,15,4,8,Amazon,other
2097.06,20,1,8,More Supermarket,other
605.33,19,4,5,Amazon Prime,bills
1163.44,7,1,7,Steam,entertainment
4466.91,21,0,4,BSNL,bills
1377.75,6,6,5,Electricity Bill,bills
108.16,22,6,1,Dominos,food
2597.14,0,2,4,Gas Bill,bills
3935.92,12,5,5,LIC Premium,bills
1721.04,14,3,9,Paytm,other
4007.69,8,5,9,D-Mart,other
4841.83,13,2,5,HDFC EMI,bills
1427.19,12,5,9,Reliance Fresh,other
4815.15,2,3,8,SBI ATM,other
57.96,10,2,2,Rapido,transport
1793.13,19,2,5,Society Maintenance,food
3826.05,19,1,8,Apollo Pharmacy,bills
2963.02,12,2,5,HDFC EMI,bills
125.74,8,1,7,Steam,entertainment
493.9,8,1,3,Air India,transport
200.01,21,2,6,PlayStation Store,entertainment
3983.93,5,3,9,1mg,other
714.6,6,5,1,Burger King,food
215.01,14,1,0,Blinkit,food
727.75,0,4,0,Tea Stall,food
666.46,5,1,0,Swiggy Instamart,food
119.28,17,2,1,Dunzo,other
4114.91,21,2,5,HDFC EMI,bills
402.81,8,2,2,IndiGo,transport
1321.35,5,6,7,Steam,entertainment
647.47,23,6,0,Blinkit,food
242.14,4,4,3,RedBus,transport
872.8,6,3,7,Myntra,entertainment
96.46,1,6,0,Haldirams,food
2308.22,17,0,5,Spotify,bills
294.11,16,5,1,Burger King,food
692.25,5,5,1,Dunzo,transport
242.3,6,0,3,Namma Metro,transport
1938.55,22,6,7,Steam,bills
622.3,16,6,1,Dominos,food
731.32,6,0,0,McDonald's,food
188.51,4,4,3,Namma Metro,transport
1241.77,5,4,6,BookMyShow,entertainment
342.86,11,4,7,Myntra,entertainment
3364.17,6,1,5,Spotify,bills
352.75,14,1,2,Ola Electric,transport
3056.61,5,0,8,PhonePe,other
3517.4,7,6,5,LIC Premium,bills
2230.91,2,4,5,Electricity Bill,bills
2105.46,1,4,5,LIC Premium,bills
1253.56,3,6,6,Ajio,transport
4282.35,12,0,9,Reliance Fresh,other
347.32,11,5,0,McDonald's,food
3421.08,20,1,8,PhonePe,other
549.67,20,3,1,Dunzo,food
3940.66,15,1,4,Water Bill,bills
828.05,6,1,4,Water Bill,bills
461.43,16,0,2,Rapido,transport
240.32,4,2,0,KFC,food
3728.78,4,5,9,Reliance Fresh,other
214.41,12,1,3,Namma Metro,transport
1134.21,20,0,9,HDFC Bank ATM,other
1742.54,7,0,7,Nykaa,entertainment
347.61,15,2,0,KFC,food
414.18,10,1,0,Swiggy,food
697.92,17,2,8,Big Bazaar,other
391.89,5,3,3,Auto Rickshaw,food
547.98,7,4,0,KFC,food
220.19,23,2,6,Ajio,entertainment
1180.49,5,5,6,PlayStation Store,bills
783.02,8,0,0,Blinkit,food
554.92,10,3,0,Haldirams,food
3660.02,18,1,5,Society Maintenance,food
2533.59,5,0,8,PhonePe,other
134.5,5,3,6,INOX,entertainment
318.92,20,3,3,Uber,transport
117.35,9,0,0,Tea Stall,food
454.85,19,3,2,Indian Railways,transport
871.37,18,4,7,Nykaa,entertainment
910.09,15,1,6,INOX,entertainment
189.03,14,5,0,Subway,food
974.73,10,5,6,BookMyShow,entertainment
3146.02,20,4,8,PhonePe,other
1887.34,21,4,7,Steam,entertainment
639.23,12,2,5,Society Maintenance,bills
3425.82,18,5,4,Gas Bill,bills
893.86,5,0,5,Airtel,bills
1810.62,12,2,8,Big Bazaar,food
4037.6,9,3,5,LIC Premium,bills
155.21,17,3,0,Swiggy,food
1364.22,13,3,6,Decathlon,entertainment
1226.86,9,0,7,Nykaa,entertainment
1792.0,13,5,6,Ajio,entertainment
74.77,13,1,1,Burger King,food
2456.72,1,4,5,Electricity Bill,bills
910.59,5,3,7,Crossword,entertainment
360.97,22,3,7,Myntra,other
353.47,18,3,2,Ola,transport
132.59,16,1,1,Burger King,food
910.48,7,0,7,Steam,entertainment
2717.22,17,6,4,YouTube Premium,bills
2028.01,9,3,9,Google Pay,other
1532.07,9,5,7,Myntra,entertainment
397.07,9,4,2,BMTC,transport
502.61,7,6,0,Haldirams,food
4729.27,8,2,9,D-Mart,other
2917.11,8,3,9,1mg,other
900.45,1,4,4,BSNL,other
3105.71,15,5,4,BSNL,bills
412.43,20,6,2,Ola Electric,transport
1421.08,7,1,8,More Supermarket,other
620.19,14,1,0,Haldirams,food
695.32,1,3,1,Zomato,food
2688.66,6,2,5,Spotify,bills
1620.67,4,6,7,Nykaa,entertainment
164.85,18,3,2,Ola,food
911.38,19,1,5,Airtel,bills
4496.47,11,0,8,Apollo Pharmacy,food
372.24,14,2,3,Auto Rickshaw,transport
1443.26,12,1,6,Decathlon,entertainment
3451.87,15,0,4,Netflix,bills
486.52,18,4,8,Big Bazaar,other
358.79,17,2,2,BMTC,transport
210.34,7,0,3,Namma Metro,transport
463.05,1,1,0,Swiggy Instamart,food
4178.13,5,5,5,Electricity Bill,bills
168.81,9,1,3,Auto Rickshaw,transport
716.46,9,1,4,Netflix,bills
1058.43,22,5,6,Ajio,entertainment
1679.27,1,4,6,Decathlon,entertainment
875.31,8,3,4,YouTube Premium,bills
4441.99,20,0,8,Apollo Pharmacy,other
222.38,8,1,6,PlayStation Store,entertainment
288.9,4,1,1,Pizza Hut,food
1896.4,1,1,9,Reliance Fresh,other
473.27,13,3,3,Air India,transport
1815.85,5,1,4,Hotstar,bills
319.33,7,0,2,Rapido,transport
295.34,3,1,2,Indian Railways,bills
30.54,6,2,3,Auto Rickshaw,transport
1494.72,3,5,7,PVR Cinemas,entertainment
1872.35,0,3,7,Myntra,entertainment
1258.38,11,6,7,Nykaa,entertainment
471.05,8,5,5,Amazon Prime,bills
4719.44,5,1,5,Airtel,bills
4098.72,5,1,8,Practo,other
738.42,4,0,1,Chai Point,food
52.69,18,6,3,RedBus,transport
546.44,4,2,0,McDonald's,transport
379.51,23,3,0,Swiggy,food
2419.8,3,6,4,Gas Bill,bills
710.12,8,3,7,Nykaa,entertainment
500.54,5,2,1,Pizza Hut,food
456.22,17,6,0,Tea Stall,food
1294.95,10,4,7,Nykaa,entertainment
499.1,18,6,1,Burger King,food
2761.66,22,2,4,Hotstar,bills
4741.06,15,1,8,Apollo Pharmacy,other
401.33,3,1,3,Uber,transport
448.19,16,0,1,Zomato,food
219.65,23,4,2,IndiGo,transport
782.0,2,3,0,Haldirams,food
268.51,1,6,1,Dunzo,food
69.71,19,4,3,Namma Metro,transport
3070.85,23,6,4,BSNL,bills
181.63,15,3,0,McDonald's,food
2380.59,5,0,4,Gas Bill,bills
891.99,12,1,4,BSNL,bills
1223.09,20,3,6,PlayStation Store,entertainment
352.33,6,1,2,Ola,transport
4410.48,0,2,5,LIC Premium,bills
2592.02,18,2,9,Paytm,other
653.33,0,6,0,Swiggy,food
3876.35,21,2,4,ICICI EMI,bills
284.92,21,3,1,Pizza Hut,food
854.8,20,5,6,INOX,entertainment
375.72,13,1,3,Air India,transport
2589.94,10,6,4,YouTube Premium,bills
292.27,0,3,3,Namma Metro,transport
457.05,4,6,1,Burger King,food
1907.54,23,1,8,Zepto,other
54.24,13,1,3,Uber,transport
286.85,21,5,1,Burger King,food
1297.38,21,5,8,SBI ATM,other
416.8,23,2,2,Rapido,transport
180.91,8,4,3,Uber,entertainment
575.77,6,5,9,HDFC Bank ATM,other
620.21,1,0,0,Swiggy Instamart,food
4284.61,22,6,5,Spotify,bills
428.24,3,6,2,Rapido,food
379.61,16,5,3,Namma Metro,transport
165.24,13,4,0,Swiggy Instamart,food
666.11,0,0,6,Ajio,entertainment
1384.5,17,0,9,HDFC Bank ATM,other
1525.15,21,0,6,PlayStation Store,entertainment
477.51,16,3,0,McDonald's,food
564.65,10,4,7,Nykaa,entertainment
3261.11,9,6,4,ICICI EMI,bills
1232.01,23,1,7,PVR Cinemas,entertainment
73.66,4,5,2,Rapido,transport
242.7,5,0,6,INOX,entertainment
1564.03,19,2,4,Jio,bills
1478.88,15,4,9,Flipkart,other
4342.62,2,3,9,D-Mart,other
3825.72,18,4,9,Reliance Fresh,other
2919.3,16,0,8,Practo,other
73.23,17,0,3,Auto Rickshaw,transport
366.69,0,5,0,Blinkit,food
22.58,6,5,2,Ola,transport
281.11,6,6,3,Auto Rickshaw,transport
657.21,8,1,1,Burger King,food
3577.94,11,4,8,PhonePe,other
102.04,18,6,3,Air India,transport
2716.51,13,1,8,SBI ATM,entertainment
1729.81,5,6,7,Steam,entertainment
4421.87,16,4,9,1mg,other
507.53,15,3,7,Steam,entertainment
135.53,20,4,0,Tea Stall,food
299.03,13,4,7,Nykaa,entertainment
202.94,2,1,5,Airtel,bills
116.54,7,5,2,Rapido,transport
2748.76,16,5,8,Zepto,other
241.32,19,5,2,Rapido,transport
581.19,23,5,1,Burger King,food
411.71,12,0,0,Haldirams,food
592.51,18,1,0,Tea Stall,food
453.67,3,6,0,Haldirams,food
3181.24,14,4,5,Airtel,bills
975.22,16,5,7,PVR Cinemas,entertainment
364.25,17,5,1,BigBasket,food
187.97,15,1,2,BMTC,transport
598.91,22,3,1,Pizza Hut,food
1114.35,5,4,6,Ajio,entertainment
863.29,14,1,5,Airtel,bills
2913.99,5,2,5,Society Maintenance,bills
3421.25,20,5,4,Water Bill,bills
273.4,4,4,1,Chai Point,food
2428.38,19,3,8,Zepto,bills
219.57,14,4,6,PlayStation Store,entertainment
2855.94,17,6,8,Amazon,other
3430.61,8,4,8,Zepto,other
2940.27,12,2,5,Spotify,bills
652.05,16,6,1,Dominos,food
1363.4,14,4,5,LIC Premium,bills
2990.9,17,0,5,Amazon Prime,bills
1114.04,8,2,7,Crossword,entertainment
3381.49,16,6,4,BSNL,other
1933.22,3,6,7,Myntra,entertainment
770.88,1,3,0,McDonald's,food
1813.29,0,6,7,Crossword,entertainment
4184.46,11,4,8,PhonePe,other
467.21,17,4,0,Swiggy,food
4042.04,10,3,8,Zepto,other
2844.66,19,4,4,Gas Bill,bills
1151.33,13,6,7,PVR Cinemas,entertainment
459.3,1,0,3,Namma Metro,entertainment
384.69,12,0,2,Indian Railways,bills
3022.56,20,1,8,Big Bazaar,other
340.55,3,4,1,Burger King,food
4162.07,17,5,5,Electricity Bill,bills
447.63,15,5,5,Society Maintenance,bills
404.08,13,5,0,Swiggy Instamart,food
329.27,22,0,0,Blinkit,transport
271.72,8,1,0,Haldirams,food
2027.63,8,5,8,Amazon,other
4531.36,12,6,4,Gas Bill,bills
2012.96,4,0,4,Jio,bills
3066.91,15,1,5,Society Maintenance,bills
1054.83,5,0,4,Hotstar,bills
4666.16,20,5,9,1mg,transport
1440.63,9,3,4,Jio,bills
1401.0,10,2,6,PlayStation Store,entertainment
1698.66,3,6,8,SBI ATM,other
22.93,2,1,3,Namma Metro,transport
1246.39,5,5,5,HDFC EMI,bills
725.86,5,0,8,SBI ATM,transport
404.23,20,1,0,Subway,food
1567.56,17,5,6,Ajio,entertainment
1797.87,10,5,9,Google Pay,other
1067.72,21,2,4,BSNL,bills
87.17,10,0,3,Namma Metro,transport
722.61,11,4,6,Decathlon,entertainment
301.99,1,4,0,Swiggy,food
119.56,14,3,1,BigBasket,food
3870.26,20,1,5,Electricity Bill,bills
2303.57,16,5,4,Water Bill,bills
4251.55,3,2,4,Hotstar,bills
4901.91,14,1,8,Big Bazaar,other
3094.17,1,2,4,YouTube Premium,bills
34.54,6,0,2,IndiGo,transport
4381.85,2,5,9,Flipkart,other
270.16,19,1,2,Ola Electric,transport
1001.43,17,1,6,Decathlon,entertainment
2762.19,6,0,9,Paytm,transport
1082.17,21,0,4,ICICI EMI,bills
3518.94,13,2,5,LIC Premium,bills
251.66,16,0,3,Auto Rickshaw,transport
130.53,13,5,1,Pizza Hut,food
1751.78,15,0,6,PlayStation Store,entertainment
1873.68,18,6,6,Ajio,entertainment
1975.18,7,1,7,PVR Cinemas,entertainment
1193.62,12,5,7,Crossword,entertainment
200.05,18,4,7,Myntra,entertainment
280.96,1,4,9,D-Mart,other
1216.59,0,4,9,Paytm,other
360.26,5,0,2,Ola Electric,transport
547.68,9,2,0,Blinkit,food
152.93,16,6,2,Indian Railways,transport
4701.9,21,4,8,Big Bazaar,other
424.32,11,6,7,Nykaa,entertainment
762.21,16,1,7,Crossword,entertainment
3002.45,5,1,9,Reliance Fresh,other
397.07,17,4,1,BigBasket,food
446.61,6,5,0,KFC,food
4503.7,14,0,9,Paytm,other
1635.69,8,2,4,Gas Bill,bills
744.47,13,3,0,Subway,food
491.38,3,0,2,Indian Railways,transport
34.25,16,4,2,Ola Electric,transport
2774.14,2,4,5,Spotify,bills
420.46,2,2,3,RedBus,transport
4140.94,23,6,4,YouTube Premium,bills
4833.75,23,4,9,Reliance Fresh,other
244.64,1,2,3,RedBus,transport
2240.51,13,4,5,Spotify,bills
62.93,21,2,3,Namma Metro,transport
3797.27,14,5,8,Amazon,other
288.81,4,5,0,Tea Stall,food
1193.78,18,0,7,PVR Cinemas,food
449.48,18,3,1,Pizza Hut,food
1712.03,3,1,5,Spotify,bills
723.37,17,6,6,Decathlon,food
142.26,9,2,1,Chai Point,food
209.13,14,1,0,KFC,food
1042.76,12,6,6,Decathlon,bills
249.85,22,2,7,Nykaa,entertainment
2884.91,6,2,8,SBI ATM,other
358.07,20,2,2,Ola,transport
4885.2,13,0,9,Reliance Fresh,other
2361.19,7,0,4,Water Bill,bills
2002.13,18,3,5,Spotify,bills
3970.28,3,0,9,HDFC Bank ATM,other
1917.39,19,0,6,Ajio,entertainment
246.34,5,3,3,Auto Rickshaw,transport
495.88,20,3,0,Swiggy Instamart,food
436.47,2,3,6,PlayStation Store,transport
3582.72,13,0,5,Spotify,bills
799.38,14,2,1,BigBasket,food
461.14,13,6,2,Ola Electric,transport
378.91,21,4,5,Airtel,bills
140.54,4,3,9,1mg,entertainment
1873.89,16,6,6,INOX,entertainment
557.32,14,0,0,KFC,food
3000.69,6,0,9,1mg,other
320.03,15,3,8,Big Bazaar,other
4603.64,19,5,5,Spotify,bills
429.24,8,4,0,McDonald's,food
4368.73,11,0,8,Practo,other
278.07,14,1,3,Namma Metro,transport
1787.71,0,5,6,PlayStation Store,entertainment
1971.73,3,6,6,Decathlon,entertainment
1573.75,1,1,6,PlayStation Store,entertainment
2618.11,16,0,5,Society Maintenance,bills
2402.48,20,5,8,PhonePe,other
3714.76,6,3,5,Electricity Bill,bills
265.85,8,0,5,LIC Premium,bills
25.98,3,2,3,Air India,transport
439.21,0,1,2,Ola Electric,transport
1808.54,5,0,8,Apollo Pharmacy,other
4375.35,2,4,5,Spotify,transport
387.66,4,0,1,Burger King,food
293.48,22,5,5,Airtel,bills
289.44,6,1,6,PlayStation Store,entertainment
1352.19,17,5,4,Hotstar,bills
512.09,3,5,1,Chai Point,entertainment
281.11,14,0,2,BMTC,transport
2425.88,23,3,8,PhonePe,other
2152.4,5,1,5,Society Maintenance,bills
1632.33,4,1,5,Spotify,entertainment
2211.66,3,4,4,BSNL,transport
1974.6,13,0,8,Practo,transport
122.8,17,3,7,Nykaa,entertainment
206.57,4,6,6,INOX,entertainment
644.32,12,6,0,Subway,bills
1185.36,6,3,7,PVR Cinemas,entertainment
1760.92,15,4,8,Amazon,other
1367.54,10,6,5,LIC Premium,food
4012.8,6,4,8,Amazon,other
426.16,2,0,7,Nykaa,food
291.86,23,4,2,Indian Railways,transport
1041.67,5,0,6,Ajio,entertainment
287.16,22,6,0,KFC,food
736.11,15,0,4,Hotstar,bills
4964.77,2,3,8,Big Bazaar,other
233.66,1,1,0,KFC,food
431.28,4,1,2,BMTC,transport
2106.49,4,2,4,Netflix,bills
149.54,2,1,3,Air India,transport
606.43,14,6,0,KFC,food
1272.35,6,5,6,Ajio,entertainment
189.5,3,1,2,Ola Electric,transport
332.74,19,6,3,Uber,transport
4858.42,21,1,4,Jio,bills
3521.49,18,4,5,Spotify,bills
829.91,3,4,4,Jio,bills
452.77,2,1,0,Haldirams,food
1987.4,22,2,6,Ajio,entertainment
2126.76,15,4,8,More Supermarket,other
1381.48,4,1,6,Decathlon,entertainment
1824.92,16,4,6,BookMyShow,entertainment
312.47,23,1,4,Water Bill,bills
1955.2,18,0,6,Decathlon,entertainment
4247.22,4,0,9,Google Pay,bills
866.96,23,5,6,BookMyShow,entertainment
4479.3,6,3,8,Big Bazaar,other
726.5,6,6,8,Zepto,other
2793.14,16,3,4,Water Bill,bills
2619.52,3,1,4,Jio,bills
1660.95,13,1,8,SBI ATM,other
100.72,5,1,2,Ola,transport
1745.82,11,2,6,INOX,entertainment
213.35,1,0,0,Subway,food
236.5,9,5,0,Blinkit,food
311.34,0,0,7,Crossword,entertainment
3912.91,2,0,8,Big Bazaar,other
211.72,18,6,4,Hotstar,bills
606.04,4,6,0,Subway,food
116.74,14,5,3,RedBus,transport
2928.13,14,5,8,Big Bazaar,other
3996.27,10,2,8,PhonePe,food
4719.73,17,3,9,Flipkart,other
565.39,1,0,6,Ajio,entertainment
2623.74,21,1,9,Google Pay,other
367.05,7,3,3,Uber,transport
711.79,10,0,0,Swiggy Instamart,food
3502.08,10,4,9,HDFC Bank ATM,other
92.04,0,1,2,BMTC,transport
256.8,11,1,4,Netflix,bills
2181.2,0,3,4,Water Bill,bills
3114.21,8,2,5,Society Maintenance,bills
4329.83,13,3,8,Practo,other
48.11,4,2,3,Uber,transport
627.49,2,5,1,Chai Point,food
3297.83,16,3,8,Apollo Pharmacy,other
4843.92,4,3,8,Practo,other
445.88,15,2,2,IndiGo,bills
1290.75,11,5,5,LIC Premium,bills
476.5,7,2,2,Rapido,transport
402.99,3,6,7,PVR Cinemas,bills
3535.98,3,4,8,PhonePe,other
521.26,20,2,1,Zomato,food
3394.35,12,0,4,Water Bill,bills
214.3,8,3,0,McDonald's,other
1166.96,16,1,6,INOX,food
480.96,4,4,6,INOX,food
155.79,8,4,6,INOX,food
3806.62,7,6,4,ICICI EMI,entertainment
419.86,9,5,5,Amazon Prime,bills
221.1,7,6,3,RedBus,transport
713.05,2,2,4,Jio,bills
491.86,23,2,2,Ola Electric,entertainment
546.27,17,3,6,PlayStation Store,entertainment
451.07,5,2,0,Blinkit,food
669.54,21,1,0,McDonald's,food
1067.84,13,5,6,BookMyShow,entertainment
1910.14,4,2,6,Ajio,entertainment
709.49,13,6,1,BigBasket,food
4237.11,19,2,9,Reliance Fresh,other
1358.54,18,0,7,PVR Cinemas,entertainment
218.13,3,6,2,Ola,transport
2468.53,9,1,9,Google Pay,other
409.61,9,0,2,BMTC,transport
3746.56,12,4,4,YouTube Premium,bills
61.7,20,3,2,Rapido,transport
1909.5,11,2,4,Hotstar,bills
4852.49,21,5,8,Amazon,other
4127.95,3,0,4,Netflix,bills
2778.84,2,4,9,1mg,other
431.44,13,1,2,Ola,transport
3016.03,9,4,4,Netflix,bills
417.39,16,2,9,D-Mart,other
213.68,12,3,8,PhonePe,other
1866.47,3,6,4,Jio,bills
118.33,11,2,0,McDonald's,food
59.49,23,1,2,BMTC,transport
359.95,1,2,3,Uber,transport
2177.03,7,3,8,PhonePe,other
438.7,12,0,2,Ola Electric,transport
799.63,6,0,0,Swiggy,food
3001.91,19,0,9,Reliance Fresh,other
753.77,6,2,0,Swiggy,bills
303.18,22,3,7,Steam,entertainment
621.45,17,3,1,Dunzo,food
713.47,12,1,1,Zomato,food
4893.27,1,5,5,Society Maintenance,bills
3275.27,20,3,9,Google Pay,other
4614.2,20,0,9,HDFC Bank ATM,other
305.54,10,4,1,Dunzo,food
246.82,5,4,2,Ola,transport
2273.84,23,0,9,Reliance Fresh,other
1237.61,1,5,7,Nykaa,entertainment
70.78,0,4,2,Indian Railways,transport
2402.91,4,1,9,Google Pay,other
324.2,12,2,3,Air India,transport
1117.4,15,2,7,PVR Cinemas,entertainment
434.38,0,1,2,IndiGo,entertainment
3669.14,17,2,4,Netflix,bills
350.13,5,5,4,Gas Bill,bills
1131.14,4,1,4,Water Bill,bills
1943.53,3,3,6,INOX,entertainment
3377.56,12,4,9,Google Pay,entertainment
2111.77,15,0,4,Water Bill,bills
225.96,19,5,7,Myntra,entertainment
786.91,11,5,1,Pizza Hut,food
422.59,9,6,3,Uber,food
250.56,0,1,2,Ola,transport
270.89,8,6,2,Ola Electric,transport
357.35,22,0,3,Auto Rickshaw,transport
2931.65,9,4,9,1mg,other
312.23,9,0,5,Electricity Bill,bills
1646.69,10,6,7,PVR Cinemas,entertainment
457.56,12,3,3,Namma Metro,food
2839.79,12,5,5,Amazon Prime,bills
1375.57,21,6,4,Hotstar,bills
1618.31,2,0,9,1mg,other
138.87,8,3,1,Pizza Hut,food
1032.11,18,6,6,INOX,entertainment
708.11,7,4,7,PVR Cinemas,entertainment
4589.01,3,1,4,Hotstar,bills
2300.3,15,2,8,More Supermarket,other
329.09,18,3,1,BigBasket,food
858.35,20,0,8,Practo,bills
3698.32,0,1,9,1mg,other
3839.97,11,6,4,ICICI EMI,bills
2448.57,1,2,5,LIC Premium,bills
395.52,1,6,0,Swiggy,food
1982.94,8,6,9,HDFC Bank ATM,other
1014.19,23,0,7,Steam,entertainment
489.78,16,0,2,BMTC,bills
414.24,9,4,2,BMTC,transport
1068.31,1,1,4,Netflix,bills
3875.83,12,5,8,Practo,other
4478.16,5,4,8,Apollo Pharmacy,other
2298.6,13,2,8,Amazon,other
119.3,15,0,2,Ola Electric,entertainment
368.78,12,3,3,Auto Rickshaw,transport
1247.11,6,4,7,Myntra,entertainment
1254.02,13,5,7,Nykaa,entertainment
738.89,16,3,0,Swiggy Instamart,food
381.92,10,6,8,Apollo Pharmacy,other
227.93,0,5,4,Water Bill,bills
3882.81,15,1,9,Google Pay,other
4789.27,10,4,9,Flipkart,other
1575.37,10,1,6,PlayStation Store,entertainment
3736.11,16,4,4,Jio,bills
754.1,5,3,7,Myntra,entertainment
70.72,16,2,1,Pizza Hut,food
120.83,12,5,3,RedBus,transport
106.53,22,1,3,Auto Rickshaw,transport
251.43,3,6,2,Rapido,transport
328.24,15,3,1,Pizza Hut,food
622.38,5,0,9,Paytm,other
2806.88,3,2,4,YouTube Premium,bills
2969.77,7,0,4,ICICI EMI,bills
4210.45,18,0,5,Airtel,bills
109.85,5,5,2,Rapido,transport
1609.96,0,0,7,Crossword,entertainment
1488.73,2,0,4,ICICI EMI,bills
956.1,0,1,7,PVR Cinemas,entertainment
384.24,1,2,1,Dominos,food
487.48,6,1,0,KFC,food
582.23,8,3,6,INOX,entertainment
4328.82,14,1,9,Flipkart,other
2222.83,7,4,9,Paytm,other
74.38,12,6,1,BigBasket,food
4428.57,19,5,4,BSNL,bills
1692.74,22,4,8,PhonePe,other
81.07,22,1,3,Auto Rickshaw,transport
404.12,18,0,7,PVR Cinemas,entertainment
667.08,18,6,6,BookMyShow,entertainment
959.87,20,2,6,Ajio,entertainment
285.42,9,2,2,Rapido,transport
319.25,20,4,2,BMTC,transport
4323.84,13,2,4,Gas Bill,food
795.29,13,6,1,Dunzo,food
57.67,22,0,0,Swiggy Instamart,food
941.61,1,1,9,Reliance Fresh,other
392.78,9,6,3,Namma Metro,transport
144.34,18,0,2,BMTC,transport
868.7,6,1,8,More Supermarket,other
137.45,2,0,2,Rapido,transport
406.57,11,6,2,Ola Electric,transport
597.04,10,2,0,Haldirams,food
4507.72,7,6,4,Netflix,bills
1636.22,9,5,6,Decathlon,entertainment
112.52,5,2,3,Auto Rickshaw,transport
304.21,4,0,2,Rapido,transport
3728.05,20,1,9,D-Mart,other
252.1,8,0,0,Subway,food
233.28,10,6,2,Ola,transport
4385.37,19,4,8,More Supermarket,other
88.47,15,3,3,Uber,transport
302.24,8,1,2,BMTC,entertainment
186.69,8,5,0,Blinkit,food
386.1,19,6,0,Haldirams,food
346.64,2,5,0,McDonald's,food
366.82,4,3,3,Auto Rickshaw,bills
3405.01,16,5,4,BSNL,bills
1804.87,4,5,7,PVR Cinemas,entertainment
140.35,7,0,0,Blinkit,food
544.88,17,2,0,McDonald's,food
492.27,5,5,4,Water Bill,bills
